file,category,bytes,lines,sha256,coverage,notes
.editorconfig,asset/configuration,593,27,a9a9882ffbe7f755b0cf2138e6261fb2d8c9a37d5d882a0ecf226733017156c0,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/screens/mezmur/mezmur_player_screen.dart,application-source,35710,1025,d3df93336cc24b30289b5d478297562b189acb117d40c40dec9bea3b32ef3056,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/screens/mezmur/mezmur_zemarians.dart,application-source,13901,361,9036cb3bed3a903a22bbcea492bb739778cc58d774496acedc9fcecbd96ca64e,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/screens/mezmur/parchment_style.dart,application-source,9255,236,b4da1f90518a59bd3da768b2189be9cd565b9b0d09bb5f97f285a2961d9cf2b5,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/screens/profile/profile_screen.dart,application-source,28795,815,c31f15209d8640d91f4d821df7c03bee71357ba78e2079333f7bd4e86eb130e1,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/screens/reviews/review_inbox_screen.dart,application-source,28129,697,8e38e30f78ca608d42faed28df966bdbb8b03d3f493546d38ee798e18675a8c2,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/screens/shell/app_shell.dart,application-source,17397,487,90f1629df65703d47995adfd067b0cf7ca8d2cf6396be5243bb1977d1ae11344,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/screens/teacher/teacher_grades.dart,application-source,44368,1081,323d56e7315ab670a3f07eed4ddff741f6677d72492dce7a3c3f825d2173e3ab,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/screens/teacher/teacher_home.dart,application-source,22814,696,c54c017d0253fd5a9eaa85150aeaf6d9158a96717dd6ce031de09c4d54dfcff3,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/screens/update/update_banner.dart,application-source,4019,105,64e689414c15b7d90053e1aac538979a19fa8010ab26b686c3ec2599ad0d34ff,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/screens/update/update_screen.dart,application-source,3800,111,aebfb3e86e5c600d62522a3f3b7beb734a3a6b457fbb0bd471ee47a8bb935222,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/amharic_text.dart,application-source,7513,196,9c06d695a74d9391b329290a20565ac9b44919393a2aec9bbc6694eb09ec88ca,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/api_service.dart,application-source,34002,937,32b1eed36a58318ed2f1b7574db467cc4e441491d4bad4d836ddb8b61762c823,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/app_lock_service.dart,application-source,8477,245,720a7f9a19c6bf4645556df509156b085155890cb282c2c64888b8d9808f933e,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/app_nav.dart,application-source,1075,33,d7a28b7cea4c67783b059ae64cb1b7c7f9781762c12c0e5b61672ed335dbe175,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/app_navigator.dart,application-source,1016,28,0904513b05a8d72ef0dfd7dcf28be53851b22cb2255e9ff7592b19d12c4d179c,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/app_update_service.dart,application-source,11484,328,19ce859c0b01ba5b1d6f5a4a5649d813e2ee5029dfd6723134bd7dde5bccc566,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/catalog_service.dart,application-source,2204,80,17fc33f354b2cecb1bf5952ac7bc76aa722d045843df4bb16a037748fe86a881,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/connectivity_service.dart,application-source,3215,95,7fdbb438fffb32e1ca9a1ae9a43891e055718032c1684552dde11c5dab7e5f39,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/crash_log_service.dart,application-source,5619,191,8ed6d47d2b176ce0cf82a65520b730155ee3ac20f4b5598d477bfa2036bcbb53,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/device_tier_service.dart,application-source,4720,133,71a399d7534c55efddfdaff0338b34bb6269722e1b704477083e2c88b32acd5c,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/hymn_store.dart,application-source,54847,1348,5479f5cd41013b8191bed4a04650eb1f261d23cc9ac09e72a661c09d61ed0898,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/local_db.dart,application-source,114109,3060,64fe422bf99c50869e895b7a22cb0fba1e8c0e660c24e781c85afea2ad37bb2a,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/lrc_builder.dart,application-source,9200,232,b7295e171a6adaa374cb6492258c19d1153a930170ab72fbaf1e23e150cc5a94,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/lyrics_emphasis.dart,application-source,5601,128,23167c43ec3581d75b1050bd161caaad69b33482f9019a51391ef5d5acb0c236,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/lyrics_reader_settings.dart,application-source,3728,97,ed6419f725b3673f243dfb6330932bba02e1ee2afd979afc1a078efb33b50e92,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/lyrics_search.dart,application-source,18809,550,a5cda41a827b058b85b924eaba25db83ae07875fe3b79164f2a9024d68e77f44,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/mezmur_audio_player.dart,application-source,32819,894,24feec9e0fb66534ed144f39f1d72946c46bf183eb51966a090e5f93b90dd855,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/mezmur_download_manager.dart,application-source,22089,590,bd4049464adbc3bc6ad859220c7888cfd36c105b7a5487d928bf7d2de9b5d918,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/mezmur_download_policy.dart,application-source,4651,123,0c0b9c438bbd56d6a721e11a1123042adaddf795ca5ea7cb6f897f05cb447a7b,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/mezmur_playback_policy.dart,application-source,9909,232,8eb3fc2b26fec3f819db15c8d2e06b558e501ee46fbdccd422557ed5731eec96,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/mezmur_queue_window.dart,application-source,4610,125,a3cdb9a9af0481fb5edb44f08f699f2d72bd0b2c6920b1b8efae4a920daf492c,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/mezmur_synced_lyrics.dart,application-source,10773,267,ae5a5135f06b0d8f102f042496ccd78774c80af534c15098b3379ff292f65610,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/mezmur_transport_gate.dart,application-source,2441,60,21735570bb23485ef2da844d8821722aff300f8101e5a2abd649d229a43d1948,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/qr_attendance.dart,application-source,4728,122,2108bc4ccec8ea0cc06393c5b490872c0f81c65bd80f6c2e668e355e941efcee,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/search_index_policy.dart,application-source,6200,148,2a9189d85668375373cf753e9acc2d3fcedc1046ed9baa073532247f71553762,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/search_matching.dart,application-source,4816,126,c1d9c3d214e816451f69a54bbb72ae97d037f261dd0762f715c4479c079ba0d3,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/session_service.dart,application-source,688,19,1730b1abef367ab6e9ae2b5b58e6521426ffe46c701305afbfdf1b7bf6effba9,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/sync_service.dart,application-source,14693,440,4aeb48c7406dc323272678fee33cfadee4cbb3233a208f6b2fdd6e886fd8d5c5,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/synced_lyrics_merge.dart,application-source,2764,73,237aeee8d03183408a1777cfed49e1380eacfdfb649e59599b1ba8856d7a8d93,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/taxonomy_names.dart,application-source,3595,93,23c72d26a44be00055ad80a6e8b78166e9fe4df8761ef9d5a9eb2686357f39c6,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/taxonomy_reconcile.dart,application-source,2384,49,3efa372f57cbe73e75b65d34d13cb1da475372c67d488745076d99e207e6d058,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/services/warm_store.dart,application-source,2858,88,dbd93e83eb86f0b21942e135a14ba9c3c2b1415e60b9604e77c675dae481c697,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/utils/config.dart,application-source,12226,241,7448ad61c082dd00c15c78d4e635bfd6c9b81da7f71fcf89872ce7c0d3021bf1,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/utils/cover_palette.dart,application-source,1418,38,fa79335f4d143d7ab5c3a5abd1298f791a214a083c6889a802aa74a19850b6f7,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/utils/ethiopian_calendar.dart,application-source,17212,490,c557cd4d611e60f1440419d77c0748411872a8005f57a073def5ae940dcc1faa,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/utils/packet.dart,application-source,1781,55,3d55173fd4ad694b1e4c8775ee1ec0af4f7cf0534c02fa21c5d69cd077df1d8e,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/utils/roster.dart,application-source,1325,45,8f1afe516aa5e0bc4612069268d3e6d314eed508af97503387b8363c83a91ea7,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/utils/scrolling.dart,application-source,3041,80,7399abfa3f19f85f4715916512cd30ec34bbb93a8cd50fd114861ade030e5d51,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/utils/theme.dart,application-source,4815,131,d026ce23d168de8f3b12cac0dd73370d507f8375c2be902fca5aeffe7d337e36,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/utils/transitions.dart,application-source,1382,43,0b3e73c388cc1c9d880b29b54f7377a136a594b0875eacd205c9cfcbb2d7d21e,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/utils/version.dart,application-source,1821,58,77b4857f16710c7c853084c0c5a730ce689ca2f1df3d8362f069bf6bcd9a8284,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/action_bar.dart,application-source,5593,160,f6d43c27bac4b970cb3d76e960e2e1373addb19e05c0ac487be1023b22ec6a57,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/app_error.dart,application-source,7568,250,1ce42020eb18be8dc72d72682e434fca69282912e44a35ec43266f1c8769169f,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/download_button.dart,application-source,6605,210,ce599e34ccf8fa18ab30cb427dabd541db3175f11a3b180e90c9a601500d7ecc,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/empty_state.dart,application-source,1631,62,5c700db1428d24e5535e809ff99642e8416027cdb5f7df05fd0a69fac86e0364,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/error_card.dart,application-source,6436,235,acb36bf26a78cf9ffa91777c30da70abe9596c6ece168ff15d5b2525ec6b4677,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/fast_list.dart,application-source,2121,62,15159b31aee34d4305b671262f0af1ea1eb79ddce6a81489679d89b252fd4543,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/feature_tile.dart,application-source,4231,135,1859b7e9b794bd0f3f9680cdac26d8f2c790ac98c5ee620ab4ef600bef803bb1,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/highlighted_text.dart,application-source,2772,85,66ad870b0803afc09cfdcb308ab9c90d24ff4bc832169470ed298729eb6cad9e,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/loading_skeleton.dart,application-source,5552,187,0024c96929fbce02b9949ee895b49c468bd9db9d344c27335568c782cc1126c8,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/offline_banner.dart,application-source,5390,174,8136bb1077b162af4701f325c218db3815ee6c38d03b450e44afbea768c00a78,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/qr_scan_sheet.dart,application-source,12524,368,eec966a9b52d75e3da8f20893a9246f3ea62374afb56d3eb21e3f6bece8713cd,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/quick_confirm.dart,application-source,8456,275,cd4d7488c9f1cec38c7e93d2b045eee16eda1422f6a18b63fe58702f39ba02bb,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/stat_card.dart,application-source,2849,108,b19c06ff99111128ac05b288527de7b100ecf65200f39e7806849875a882fc84,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/status_banner.dart,application-source,2979,95,11349b8968724b9aab5afe5158554cdeaf148476f1f5042b0bb46e24ed0f2e46,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/taxonomy_pick_sheet.dart,application-source,12829,344,6dcf01846474430c6293cb1409f32d5cd14589ae7d1ad51cf93d40341dc22696,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/lib/widgets/use_website_note.dart,application-source,1416,47,330d000379722e4806ed0372551de0a155dd4868787db3a2883d5da20c53799b,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/linux/.gitignore,mobile-platform/assets,18,1,5ded4f1a9d10d34bf6ee5beb0711d88ee2ef07b0f07ace9ed77935a246e8eb82,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/linux/CMakeLists.txt,mobile-platform/assets,4771,128,e10eafa0ff14a072e0523d307a310e632bd522fc847ee4d922bebd2e31e5e72c,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/linux/flutter/CMakeLists.txt,mobile-platform/assets,2815,88,787189e2623313cfee590a0b553338eb9fc68b3af922ddd77c5d39c75f989aeb,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/linux/flutter/generated_plugin_registrant.cc,mobile-platform/assets,789,19,2d820ff616e2228f699316fa2329d173ddbe6b98bbd7faca780daf329e4efacb,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/linux/flutter/generated_plugin_registrant.h,mobile-platform/assets,303,15,00f93bb5b1faefdede8f6065df327522900fb0b8efee86bacf424fd947ed14bb,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/linux/flutter/generated_plugins.cmake,mobile-platform/assets,792,25,3f4be2dbcaa3ff895a3dc6fcb9633f0a47c9fdaa7764456aff9459c62d08f3ac,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/linux/runner/CMakeLists.txt,mobile-platform/assets,974,26,8cdcfd911e770fd7d511c97c7bce6559486a815352a47c953f7ef632e236d2cc,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/linux/runner/main.cc,mobile-platform/assets,180,6,ea23f7cdf74091d63bba29ef60486370b766157b848f0cfe62bd8b1c1695a0c1,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/linux/runner/my_application.cc,mobile-platform/assets,4766,130,52865eb9659da422c9b27081b7221d3f50e8176c4cc25e54568756de68142252,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/linux/runner/my_application.h,mobile-platform/assets,388,18,a044da4b485c93d0e1a79c62356b22c8856dd2bab537ffb6a9446fc905131316,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/.gitignore,mobile-platform/assets,89,7,ffec1a0bbd70547186b82ad4e49089bafab2de309b89de97c776d70debb179fa,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Flutter/Flutter-Debug.xcconfig,mobile-platform/assets,48,1,62290ad8e938bf410206d8c7e131262696b58a6df110d39faf3399396ffe61b1,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Flutter/Flutter-Release.xcconfig,mobile-platform/assets,48,1,62290ad8e938bf410206d8c7e131262696b58a6df110d39faf3399396ffe61b1,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Flutter/GeneratedPluginRegistrant.swift,mobile-platform/assets,1426,32,3d4fda0b780758f306b67deacb673f2017bfef593a69e9be614ed042c679ccf4,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner.xcodeproj/project.pbxproj,mobile-platform/assets,26457,705,0f3e71930f232596dced2ed1a39b5c1446c84e817c9708b45832bc053b3ed541,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner.xcodeproj/project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,mobile-platform/assets,238,8,dfa0f9bb85b95ccba9c6811adadf8cb407fb5d52088e89db83ebc308ec448542,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner.xcodeproj/xcshareddata/xcschemes/Runner.xcscheme,mobile-platform/assets,3687,98,691d8bf0d489827717982953ebfb782a0b85061c4254e20b3d93555e64ec60ea,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner.xcworkspace/contents.xcworkspacedata,mobile-platform/assets,152,7,46c3c9702ff7c5584e11c954d943cfb6e07fb26e3fbd072ddbc0f388aa352de1,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,mobile-platform/assets,238,8,dfa0f9bb85b95ccba9c6811adadf8cb407fb5d52088e89db83ebc308ec448542,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/AppDelegate.swift,mobile-platform/assets,311,13,ce9dbe45a57c59e85519da50a26c471615b9c8cdd85a8f4a39d2e480e62a4af4,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json,mobile-platform/assets,1291,68,bc6ba8105ca69651aeeb77358851590de295dca04681a1d58c0f449641c242f3,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_1024.png,mobile-platform/assets,102994,,6232e5815af17e25e0268b2fec7aea9e068cc92ec709e9605c2b31df4ff2a313,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_128.png,mobile-platform/assets,5680,,15591f03f31313af6fd644ed0512106cc04365130b8b73244f1cfa6dddfb4400,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_16.png,mobile-platform/assets,520,,cc6928b5adfc00dbf526192e2705dd9af641cdf20ab4c6c7ca7cd4936dca59f0,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_256.png,mobile-platform/assets,14142,,416efd77cde932d42ef34168da24dd428a495b1f4f34bbbd125a18d2add186a2,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_32.png,mobile-platform/assets,1066,,ae8c4458e41f1e28b1e851ed87d3268d4a0351ceea427fa2a84cc94ddfb6d4c5,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_512.png,mobile-platform/assets,36406,,0a91c6c1bf242e54ee179e34629e9ef3e8a6d286c0fce01e302280a8be9277e6,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_64.png,mobile-platform/assets,2218,,6ad229623498e5f1277800db3ab7cb11faf85eb2569e1213f7d8e55003c07b42,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Base.lproj/MainMenu.xib,mobile-platform/assets,23729,343,be9e9ef8469d3262370e0f0b855ed163cbf9c8362c59e330b2ffe63b86fa42f4,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Configs/AppInfo.xcconfig,mobile-platform/assets,617,14,aacae080a506b61ff72fa64abc66a386a84d9cc44b506ce15986cbd56eeaba02,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Configs/Debug.xcconfig,mobile-platform/assets,77,2,8067d533ef6593760baad9a9855a786a7a77470fcc3f0925ec04fe43bc1ac4b0,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Configs/Release.xcconfig,mobile-platform/assets,79,2,7a6a4b4d973a23052fa0a0388dd261e32d311d7b66ba1bfc3b914b361808ac61,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Configs/Warnings.xcconfig,mobile-platform/assets,580,13,0e341a392b16ad302d12890aa3dac9257a6c10ece685437604259a85341645a3,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/DebugProfile.entitlements,mobile-platform/assets,348,12,ebaab2b9992173de422c33e1fbab7f6e31acaa2213956097ac8cefd894a91ac8,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Info.plist,mobile-platform/assets,1060,32,f253e89c512b3a9a81bc5cdd7a14bf932470f835f261654a808ea4549cd94aad,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/MainFlutterWindow.swift,mobile-platform/assets,388,15,65c9613c11bcedfa51416b16c975d8ba6ff12b405fc19d60db8755d92e86d9fe,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/Runner/Release.entitlements,mobile-platform/assets,240,8,b746c74b201e6af4e0864fbd1f4f629f96156a7ec4b7208bc995d0a5089bb592,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/macos/RunnerTests/RunnerTests.swift,mobile-platform/assets,290,12,6bc180bc77c7def7a21d197233e25dff42cc493ab9d294632edafc18fdf0ac44,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/pubspec.lock,mobile-platform/assets,31106,1034,7e7faee495fbb9e3a2f9eb048dbd72224028bc3583b694eb37765ef5afe6b2c8,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/pubspec.yaml,mobile-platform/assets,3350,115,e3a1a4a46eaa8578a8ce00bbf34ff5164cd999a05c45d115fc7ea04dc713f417,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/scripts/build-release.ps1,mobile-platform/assets,5968,128,9e39cb0b1f928fa7b1909a17f8d9992f68a9e71f0a0952d6198ace19cfbb4341,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/test/crash_log_parse_test.dart,application-source,4369,125,73b90c459268bee2de2260afec3cc5e5d1444277c67937c308d96efdf5505c90,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/test/device_tier_test.dart,application-source,1950,63,dece1a9ce635cbdc0c4bf179a703cff961a97551fc1ee5a3b65e02bf7a51a237,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/test/lrc_builder_test.dart,application-source,14266,326,38fdee815814c859dca78bfa2d88a78b3a62642a34d196b4ea4cbb01aa3bcae7,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/test/lyrics_emphasis_test.dart,application-source,6571,168,daf45a8b078b5f2522e195924ea647c701dbb726c4610f5de35077a9add79451,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/test/lyrics_search_test.dart,application-source,20367,539,f748988d6abb5a09b53bd3ba4555a2a1323ddc0f3cac5a81967c7c2e330baa74,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/test/mezmur_download_policy_test.dart,application-source,7255,203,53ea3419b2466f2080f17e4a7433a63fa0700a17ad6efd94138ff987a8beb8e3,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/test/mezmur_playback_policy_test.dart,application-source,6307,162,47b70e516503fb6d8bb79dfdb60ec6c70b70296eaa81caa02a47ea32478e11e0,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
Mobile/wbws_flutter_app/test/mezmur_queue_window_test.dart,application-source,5779,220,b74f0172070880cafcc69d41a4364922041bd696d15315499fdf4dde669ce6bf,inventoried; automated checks where applicable,No individual manual sign-off; see audit limitations.
